From	To	Species	Gene Name
ENSG00000172830	54961	Homo sapiens	slingshot protein phosphatase 3(SSH3)
ENSG00000171501	138882	Homo sapiens	olfactory receptor family 1 subfamily N member 2(OR1N2)
ENSG00000172831	8824	Homo sapiens	carboxylesterase 2(CES2)
ENSG00000232948	245940	Homo sapiens	defensin beta 130A(DEFB130A)
ENSG00000172824	283848	Homo sapiens	carboxylesterase 4A(CES4A)
ENSG00000085185	63035	Homo sapiens	BCL6 corepressor like 1(BCORL1)
ENSG00000204060	100132074	Homo sapiens	forkhead box O6(FOXO6)
ENSG00000145283	345274	Homo sapiens	solute carrier family 10 member 6(SLC10A6)
ENSG00000204065	340543	Homo sapiens	transcription elongation factor A like 5(TCEAL5)
ENSG00000172840	57546	Homo sapiens	pyruvate dehydrogenase phosphatase catalytic subunit 2(PDP2)
ENSG00000171503	2110	Homo sapiens	electron transfer flavoprotein dehydrogenase(ETFDH)
ENSG00000171505	138883	Homo sapiens	olfactory receptor family 1 subfamily N member 1(OR1N1)
ENSG00000171509	59350	Homo sapiens	relaxin family peptide receptor 1(RXFP1)
ENSG00000145287	51316	Homo sapiens	placenta associated 8(PLAC8)
ENSG00000160862	563	Homo sapiens	alpha-2-glycoprotein 1, zinc-binding(AZGP1)
ENSG00000184811	286753	Homo sapiens	trafficking regulator of GLUT4 (SLC2A4) 1(TRARG1)
ENSG00000160868	1576	Homo sapiens	cytochrome P450 family 3 subfamily A member 4(CYP3A4)
ENSG00000160867	2264	Homo sapiens	fibroblast growth factor receptor 4(FGFR4)
ENSG00000184838	51334	Homo sapiens	proline rich 16(PRR16)
ENSG00000183508	54855	Homo sapiens	terminal nucleotidyltransferase 5C(TENT5C)
ENSG00000171522	5734	Homo sapiens	prostaglandin E receptor 4(PTGER4)
ENSG00000196821	64771	Homo sapiens	inflammation and lipid regulator with UBA-like and NBR1-like domains(ILRUN)
ENSG00000157259	57798	Homo sapiens	GATA zinc finger domain containing 1(GATAD1)
ENSG00000204052	221424	Homo sapiens	leucine rich repeat containing 73(LRRC73)
ENSG00000196814	89853	Homo sapiens	multivesicular body subunit 12B(MVB12B)
ENSG00000171517	23566	Homo sapiens	lysophosphatidic acid receptor 3(LPAR3)
ENSG00000160870	1551	Homo sapiens	cytochrome P450 family 3 subfamily A member 7(CYP3A7)
ENSG00000184840	54732	Homo sapiens	transmembrane p24 trafficking protein 9(TMED9)
ENSG00000184845	1812	Homo sapiens	dopamine receptor D1(DRD1)
ENSG00000183513	493753	Homo sapiens	cytochrome c oxidase assembly factor 5(COA5)
ENSG00000216031	100126296	Homo sapiens	microRNA 298(MIR298)
ENSG00000169208	26533	Homo sapiens	olfactory receptor family 10 subfamily G member 3(OR10G3)
ENSG00000160877	112939	Homo sapiens	nucleus accumbens associated 1(NACC1)
ENSG00000099797	9524	Homo sapiens	trans-2,3-enoyl-CoA reductase(TECR)
ENSG00000184828	201501	Homo sapiens	zinc finger and BTB domain containing 7C(ZBTB7C)
ENSG00000146592	9586	Homo sapiens	cAMP responsive element binding protein 5(CREB5)
ENSG00000099795	4713	Homo sapiens	NADH:ubiquinone oxidoreductase subunit B7(NDUFB7)
ENSG00000171530	6902	Homo sapiens	tubulin folding cofactor A(TBCA)
ENSG00000171533	4135	Homo sapiens	microtubule associated protein 6(MAP6)
ENSG00000158578	212	Homo sapiens	5'-aminolevulinate synthase 2(ALAS2)
ENSG00000196811	1146	Homo sapiens	cholinergic receptor nicotinic gamma subunit(CHRNG)
ENSG00000171532	4761	Homo sapiens	neuronal differentiation 2(NEUROD2)
ENSG00000169217	10421	Homo sapiens	CD2 cytoplasmic tail binding protein 2(CD2BP2)
ENSG00000169214	343169	Homo sapiens	olfactory receptor family 6 subfamily F member 1(OR6F1)
ENSG00000169213	5865	Homo sapiens	RAB3B, member RAS oncogene family(RAB3B)
ENSG00000158571	5207	Homo sapiens	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1(PFKFB1)
ENSG00000157240	8321	Homo sapiens	frizzled class receptor 1(FZD1)
ENSG00000160883	3101	Homo sapiens	hexokinase 3(HK3)
ENSG00000184831	79135	Homo sapiens	apolipoprotein O(APOO)
ENSG00000160886	54742	Homo sapiens	lymphocyte antigen 6 family member K(LY6K)
ENSG00000169218	284654	Homo sapiens	R-spondin 1(RSPO1)
ENSG00000184979	11274	Homo sapiens	ubiquitin specific peptidase 18(USP18)
ENSG00000182318	342945	Homo sapiens	zinc finger and SCAN domain containing 22(ZSCAN22)
ENSG00000156026	90550	Homo sapiens	mitochondrial calcium uniporter(MCU)
ENSG00000120071	284058	Homo sapiens	KAT8 regulatory NSL complex subunit 1(KANSL1)
ENSG00000144040	94097	Homo sapiens	sideroflexin 5(SFXN5)
ENSG00000158683	168507	Homo sapiens	polycystin 1 like 1, transient receptor potential channel interacting(PKD1L1)
ENSG00000196961	160	Homo sapiens	adaptor related protein complex 2 subunit alpha 1(AP2A1)
ENSG00000157353	197258	Homo sapiens	fucose kinase(FCSK)
ENSG00000169340	204474	Homo sapiens	protein disulfide isomerase like, testis expressed(PDILT)
ENSG00000168010	89849	Homo sapiens	autophagy related 16 like 2(ATG16L2)
ENSG00000172992	79877	Homo sapiens	dephospho-CoA kinase domain containing(DCAKD)
ENSG00000172995	10777	Homo sapiens	cAMP regulated phosphoprotein 21(ARPP21)
ENSG00000171657	27197	Homo sapiens	G protein-coupled receptor 82(GPR82)
ENSG00000171659	2857	Homo sapiens	G protein-coupled receptor 34(GPR34)
ENSG00000168016	9881	Homo sapiens	tetratricopeptide repeat and ankyrin repeat containing 1(TRANK1)
ENSG00000169344	7369	Homo sapiens	uromodulin(UMOD)
ENSG00000168014	26005	Homo sapiens	C2 domain containing 3 centriole elongation regulator(C2CD3)
ENSG00000157350	6483	Homo sapiens	ST3 beta-galactoside alpha-2,3-sialyltransferase 2(ST3GAL2)
ENSG00000120075	3215	Homo sapiens	homeobox B5(HOXB5)
ENSG00000144043	113419	Homo sapiens	testis expressed 261(TEX261)
ENSG00000184984	1133	Homo sapiens	cholinergic receptor muscarinic 5(CHRM5)
ENSG00000107099	81704	Homo sapiens	dedicator of cytokinesis 8(DOCK8)
ENSG00000144045	165545	Homo sapiens	DEAQ-box RNA dependent ATPase 1(DQX1)
ENSG00000145375	166378	Homo sapiens	spermatogenesis associated 5(SPATA5)
ENSG00000184983	4700	Homo sapiens	NADH:ubiquinone oxidoreductase subunit A6(NDUFA6)
ENSG00000183654	441061	Homo sapiens	membrane associated ring-CH-type finger 11(MARCHF11)
ENSG00000184986	80757	Homo sapiens	transmembrane protein 121(TMEM121)
ENSG00000182324	3770	Homo sapiens	potassium inwardly rectifying channel subfamily J member 14(KCNJ14)
ENSG00000184985	57537	Homo sapiens	sortilin related VPS10 domain containing receptor 2(SORCS2)
ENSG00000183655	64410	Homo sapiens	kelch like family member 25(KLHL25)
ENSG00000144048	8446	Homo sapiens	dual specificity phosphatase 11(DUSP11)
ENSG00000184988	113277	Homo sapiens	transmembrane protein 106A(TMEM106A)
ENSG00000182325	26233	Homo sapiens	F-box and leucine rich repeat protein 6(FBXL6)
ENSG00000156017	138199	Homo sapiens	carnosine N-methyltransferase 1(CARNMT1)
ENSG00000157349	11269	Homo sapiens	DEAD-box helicase 19B(DDX19B)
ENSG00000184967	79050	Homo sapiens	nucleolar complex associated 4 homolog(NOC4L)
ENSG00000183638	94137	Homo sapiens	RP1 like 1(RP1L1)
ENSG00000182307	65265	Homo sapiens	chromosome 8 open reading frame 33(C8orf33)
ENSG00000156011	23362	Homo sapiens	pleckstrin and Sec7 domain containing 3(PSD3)
ENSG00000170340	10678	Homo sapiens	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2(B3GNT2)
ENSG00000196950	57181	Homo sapiens	solute carrier family 39 member 10(SLC39A10)
ENSG00000157343	221481	Homo sapiens	armadillo repeat containing 12(ARMC12)
ENSG00000170345	2353	Homo sapiens	Fos proto-oncogene, AP-1 transcription factor subunit(FOS)
ENSG00000133398	84246	Homo sapiens	mediator complex subunit 10(MED10)
ENSG00000169359	9197	Homo sapiens	solute carrier family 33 member 1(SLC33A1)
ENSG00000206848	106480618	Homo sapiens	RNA, U6 small nuclear 890, pseudogene(RNU6-890P)
ENSG00000168026	199223	Homo sapiens	tetratricopeptide repeat domain 21A(TTC21A)
ENSG00000205517	57139	Homo sapiens	ral guanine nucleotide dissociation stimulator like 3(RGL3)
ENSG00000231824	642597	Homo sapiens	A-kinase anchor inhibitor 1(AKAIN1)
ENSG00000133392	4629	Homo sapiens	myosin heavy chain 11(MYH11)
ENSG00000133393	123811	Homo sapiens	centrosomal protein 20(CEP20)
ENSG00000144031	79998	Homo sapiens	ankyrin repeat domain 53(ANKRD53)
ENSG00000145362	287	Homo sapiens	ankyrin 2(ANK2)
ENSG00000183640	337879	Homo sapiens	keratin associated protein 8-1(KRTAP8-1)
ENSG00000182310	147650	Homo sapiens	sperm acrosome associated 6(SPACA6)
ENSG00000145365	92610	Homo sapiens	TRAF interacting protein with forkhead associated domain(TIFA)
ENSG00000144034	51002	Homo sapiens	TP53RK binding protein(TPRKB)
ENSG00000144035	9027	Homo sapiens	N-acetyltransferase 8 (putative)(NAT8)
ENSG00000144036	23233	Homo sapiens	exocyst complex component 6B(EXOC6B)
ENSG00000120088	1394	Homo sapiens	corticotropin releasing hormone receptor 1(CRHR1)
ENSG00000156006	10	Homo sapiens	N-acetyltransferase 2(NAT2)
ENSG00000158669	137964	Homo sapiens	glycerol-3-phosphate acyltransferase 4(GPAT4)
ENSG00000181004	166379	Homo sapiens	Bardet-Biedl syndrome 12(BBS12)
ENSG00000121380	79370	Homo sapiens	BCL2 like 14(BCL2L14)
ENSG00000171681	55729	Homo sapiens	activating transcription factor 7 interacting protein(ATF7IP)
ENSG00000196981	54554	Homo sapiens	WD repeat domain 5B(WDR5B)
ENSG00000171680	57449	Homo sapiens	pleckstrin homology and RhoGEF domain containing G5(PLEKHG5)
ENSG00000132031	4148	Homo sapiens	matrilin 3(MATN3)
ENSG00000157330	93190	Homo sapiens	cilia and flagella associated protein 107(CFAP107)
ENSG00000168032	956	Homo sapiens	ectonucleoside triphosphate diphosphohydrolase 3(ENTPD3)
ENSG00000134698	192670	Homo sapiens	argonaute RISC component 4(AGO4)
ENSG00000156009	4107	Homo sapiens	MAGE family member A8(MAGEA8)
ENSG00000157335	283971	Homo sapiens	C-type lectin domain family 18 member C(CLEC18C)
ENSG00000134697	29889	Homo sapiens	G protein nucleolar 2(GNL2)
ENSG00000144028	23020	Homo sapiens	small nuclear ribonucleoprotein U5 subunit 200(SNRNP200)
ENSG00000170348	10972	Homo sapiens	transmembrane p24 trafficking protein 10(TMED10)
ENSG00000144029	64969	Homo sapiens	mitochondrial ribosomal protein S5(MRPS5)
ENSG00000206834	677792	Homo sapiens	small nucleolar RNA, H/ACA box 1(SNORA1)
ENSG00000206835	106480171	Homo sapiens	RNA, U1 small nuclear 74, pseudogene(RNU1-74P)
ENSG00000168038	54986	Homo sapiens	unc-51 like kinase 4(ULK4)
ENSG00000134690	55143	Homo sapiens	cell division cycle associated 8(CDCA8)
ENSG00000168036	1499	Homo sapiens	catenin beta 1(CTNNB1)
ENSG00000183671	2825	Homo sapiens	chemerin chemokine-like receptor 2(CMKLR2)
ENSG00000120053	2805	Homo sapiens	glutamic-oxaloacetic transaminase 1(GOT1)
ENSG00000120054	1369	Homo sapiens	carboxypeptidase N subunit 1(CPN1)
ENSG00000144021	9391	Homo sapiens	cytosolic iron-sulfur assembly component 1(CIAO1)
ENSG00000145354	493856	Homo sapiens	CDGSH iron sulfur domain 2(CISD2)
ENSG00000120051	159686	Homo sapiens	cilia and flagella associated protein 58(CFAP58)
ENSG00000120057	6425	Homo sapiens	secreted frizzled related protein 5(SFRP5)
ENSG00000145358	115265	Homo sapiens	DNA damage inducible transcript 4 like(DDIT4L)
ENSG00000206838	654319	Homo sapiens	small nucleolar RNA, H/ACA box 5A(SNORA5A)
ENSG00000182348	219578	Homo sapiens	zinc finger protein 804B(ZNF804B)
ENSG00000182327	388323	Homo sapiens	glycolipid transfer protein domain containing 2(GLTPD2)
ENSG00000181016	286006	Homo sapiens	leucine rich single-pass membrane protein 1(LSMEM1)
ENSG00000182329	100652824	Homo sapiens	KIAA2012(KIAA2012)
ENSG00000146670	113130	Homo sapiens	cell division cycle associated 5(CDCA5)
ENSG00000121390	55269	Homo sapiens	paraspeckle component 1(PSPC1)
ENSG00000196972	644596	Homo sapiens	small integral membrane protein 10 like 2B(SMIM10L2B)
ENSG00000169372	8738	Homo sapiens	CASP2 and RIPK1 domain containing adaptor with death domain(CRADD)
ENSG00000168040	8772	Homo sapiens	Fas associated via death domain(FADD)
ENSG00000171695	198437	Homo sapiens	LKAAEAR motif containing 1(LKAAEAR1)
ENSG00000169371	10073	Homo sapiens	snurportin 1(SNUPN)
ENSG00000157322	348174	Homo sapiens	C-type lectin domain family 18 member A(CLEC18A)
ENSG00000196975	307	Homo sapiens	annexin A4(ANXA4)
ENSG00000196976	8270	Homo sapiens	L antigen family member 3(LAGE3)
ENSG00000157326	10901	Homo sapiens	dehydrogenase/reductase 4(DHRS4)
ENSG00000196968	170384	Homo sapiens	fucosyltransferase 11(FUT11)
ENSG00000206826	106481487	Homo sapiens	RNA, U6 small nuclear 974, pseudogene(RNU6-974P)
ENSG00000145348	93627	Homo sapiens	TBC1 domain containing kinase(TBCK)
ENSG00000169379	200894	Homo sapiens	ADP ribosylation factor like GTPase 13B(ARL13B)
ENSG00000184990	10572	Homo sapiens	SIVA1 apoptosis inducing factor(SIVA1)
ENSG00000206820	106480195	Homo sapiens	RNA, U1 small nuclear 138, pseudogene(RNU1-138P)
ENSG00000169375	25942	Homo sapiens	SIN3 transcription regulator family member A(SIN3A)
ENSG00000182330	391002	Homo sapiens	PRAME family member 8(PRAMEF8)
ENSG00000184992	140707	Homo sapiens	BRI3 binding protein(BRI3BP)
ENSG00000183662	407738	Homo sapiens	TAFA chemokine like family member 1(TAFA1)
ENSG00000146674	3486	Homo sapiens	insulin like growth factor binding protein 3(IGFBP3)
ENSG00000184995	338376	Homo sapiens	interferon epsilon(IFNE)
ENSG00000182333	8513	Homo sapiens	lipase F, gastric type(LIPF)
ENSG00000120063	10672	Homo sapiens	G protein subunit alpha 13(GNA13)
ENSG00000120068	3218	Homo sapiens	homeobox B8(HOXB8)
ENSG00000146676	5814	Homo sapiens	purine rich element binding protein B(PURB)
ENSG00000182334	120066	Homo sapiens	olfactory receptor family 5 subfamily P member 3(OR5P3)
ENSG00000183665	55039	Homo sapiens	tRNA methyltransferase 12 homolog(TRMT12)
ENSG00000181009	390075	Homo sapiens	olfactory receptor family 52 subfamily N member 5(OR52N5)
ENSG00000146678	3484	Homo sapiens	insulin like growth factor binding protein 1(IGFBP1)
ENSG00000206827	106481506	Homo sapiens	RNA, U6 small nuclear 1032, pseudogene(RNU6-1032P)
ENSG00000181007	284406	Homo sapiens	ZFP82 zinc finger protein(ZFP82)
ENSG00000206828	124904627	Homo sapiens	U1 spliceosomal RNA(LOC124904627)
ENSG00000132017	90379	Homo sapiens	DDB1 and CUL4 associated factor 15(DCAF15)
ENSG00000132016	79173	Homo sapiens	break repair meiotic recombinase recruitment factor 1(BRME1)
ENSG00000181026	64782	Homo sapiens	apoptosis enhancing nuclease(AEN)
ENSG00000170370	2018	Homo sapiens	empty spiracles homeobox 2(EMX2)
ENSG00000119041	9330	Homo sapiens	general transcription factor IIIC subunit 3(GTF3C3)
ENSG00000169385	6036	Homo sapiens	ribonuclease A family member 2(RNASE2)
ENSG00000204231	6257	Homo sapiens	retinoid X receptor beta(RXRB)
ENSG00000170374	121340	Homo sapiens	Sp7 transcription factor(SP7)
ENSG00000119042	23314	Homo sapiens	SATB homeobox 2(SATB2)
ENSG00000205560	1375	Homo sapiens	carnitine palmitoyltransferase 1B(CPT1B)
ENSG00000157315	146456	Homo sapiens	transmembrane p24 trafficking protein 6(TMED6)
ENSG00000170379	285966	Homo sapiens	TRPM8 channel associated factor 2(TCAF2)
ENSG00000014824	10463	Homo sapiens	solute carrier family 30 member 9(SLC30A9)
ENSG00000108381	443	Homo sapiens	aspartoacylase(ASPA)
ENSG00000183690	80258	Homo sapiens	EF-hand domain containing 2(EFHC2)
ENSG00000183691	9241	Homo sapiens	noggin(NOG)
ENSG00000206899	100873757	Homo sapiens	RNA, U6 small nuclear 36, pseudogene(RNU6-36P)
ENSG00000204237	339229	Homo sapiens	oxidoreductase like domain containing 1(OXLD1)
ENSG00000168056	4054	Homo sapiens	latent transforming growth factor beta binding protein 3(LTBP3)
ENSG00000182362	54059	Homo sapiens	ybeY metalloendoribonuclease(YBEY)
ENSG00000122694	152007	Homo sapiens	GLI pathogenesis related 2(GLIPR2)
ENSG00000183695	117194	Homo sapiens	MAS related GPR family member X2(MRGPRX2)
ENSG00000121361	3764	Homo sapiens	potassium inwardly rectifying channel subfamily J member 8(KCNJ8)
ENSG00000183696	7378	Homo sapiens	uridine phosphorylase 1(UPP1)
ENSG00000122692	55234	Homo sapiens	SMU1 DNA replication regulator and spliceosomal factor(SMU1)
ENSG00000145332	57563	Homo sapiens	kelch like family member 8(KLHL8)
ENSG00000108384	5889	Homo sapiens	RAD51 paralog C(RAD51C)
ENSG00000122691	7291	Homo sapiens	twist family bHLH transcription factor 1(TWIST1)
ENSG00000145331	93587	Homo sapiens	tRNA methyltransferase 10A(TRMT10A)
ENSG00000108389	9110	Homo sapiens	myotubularin related protein 4(MTMR4)
ENSG00000181019	1728	Homo sapiens	NAD(P)H quinone dehydrogenase 1(NQO1)
ENSG00000122696	92014	Homo sapiens	solute carrier family 25 member 51(SLC25A51)
ENSG00000145335	6622	Homo sapiens	synuclein alpha(SNCA)
ENSG00000147996	220869	Homo sapiens	Zn regulated GTPase metalloprotein activator 1E(ZNG1E)
ENSG00000181038	124512	Homo sapiens	methyltransferase like 23(METTL23)
ENSG00000170381	9723	Homo sapiens	semaphorin 3E(SEMA3E)
ENSG00000181035	284439	Homo sapiens	solute carrier family 25 member 42(SLC25A42)
ENSG00000196990	642968	Homo sapiens	family with sequence similarity 163 member B(FAM163B)
ENSG00000170382	10446	Homo sapiens	leucine rich repeat neuronal 2(LRRN2)
ENSG00000170385	7779	Homo sapiens	solute carrier family 30 member 1(SLC30A1)
ENSG00000181031	9501	Homo sapiens	rabphilin 3A like (without C2 domains)(RPH3AL)
ENSG00000204220	10471	Homo sapiens	prefoldin subunit 6(PFDN6)
ENSG00000134684	8565	Homo sapiens	tyrosyl-tRNA synthetase 1(YARS1)
ENSG00000110696	10944	Homo sapiens	chromosome 11 open reading frame 58(C11orf58)
ENSG00000168062	116071	Homo sapiens	basic leucine zipper ATF-like transcription factor 2(BATF2)
ENSG00000110697	9600	Homo sapiens	phosphatidylinositol transfer protein membrane associated 1(PITPNM1)
ENSG00000168060	10004	Homo sapiens	N-acetylated alpha-linked acidic dipeptidase like 1(NAALADL1)
ENSG00000132024	54862	Homo sapiens	coiled-coil and C2 domain containing 1A(CC2D1A)
ENSG00000196998	11152	Homo sapiens	WD repeat domain 45(WDR45)
ENSG00000168061	29901	Homo sapiens	SAC3 domain containing 1(SAC3D1)
ENSG00000157303	203328	Homo sapiens	sushi domain containing 3(SUSD3)
ENSG00000134686	1912	Homo sapiens	polyhomeotic homolog 2(PHC2)
ENSG00000110693	55553	Homo sapiens	SRY-box transcription factor 6(SOX6)
ENSG00000204228	7923	Homo sapiens	hydroxysteroid 17-beta dehydrogenase 8(HSD17B8)
ENSG00000013503	55703	Homo sapiens	RNA polymerase III subunit B(POLR3B)
ENSG00000204227	6015	Homo sapiens	ring finger protein 1(RING1)
ENSG00000206889	106481559	Homo sapiens	RNA, U6 small nuclear 1200, pseudogene(RNU6-1200P)
ENSG00000120049	30819	Homo sapiens	potassium voltage-gated channel interacting protein 2(KCNIP2)
ENSG00000108370	8787	Homo sapiens	regulator of G protein signaling 9(RGS9)
ENSG00000169398	5747	Homo sapiens	protein tyrosine kinase 2(PTK2)
ENSG00000168066	7536	Homo sapiens	splicing factor 1(SF1)
ENSG00000206885	654321	Homo sapiens	small nucleolar RNA, H/ACA box 75(SNORA75)
ENSG00000168067	5871	Homo sapiens	mitogen-activated protein kinase kinase kinase kinase 2(MAP4K2)
ENSG00000169397	6037	Homo sapiens	ribonuclease A family member 3(RNASE3)
ENSG00000108375	54894	Homo sapiens	ring finger protein 43(RNF43)
ENSG00000145321	2638	Homo sapiens	GC vitamin D binding protein(GC)
ENSG00000108379	7473	Homo sapiens	Wnt family member 3(WNT3)
ENSG00000121377	50837	Homo sapiens	taste 2 receptor member 7(TAS2R7)
ENSG00000182359	143879	Homo sapiens	kelch repeat and BTB domain containing 3(KBTBD3)
ENSG00000181029	126003	Homo sapiens	trafficking protein particle complex subunit 5(TRAPPC5)
ENSG00000170390	166614	Homo sapiens	doublecortin like kinase 2(DCLK2)
ENSG00000159958	115650	Homo sapiens	TNF receptor superfamily member 13C(TNFRSF13C)
ENSG00000181045	284129	Homo sapiens	solute carrier family 26 member 11(SLC26A11)
ENSG00000170396	91752	Homo sapiens	zinc finger protein 804A(ZNF804A)
ENSG00000206871	106481901	Homo sapiens	RNA, U6 small nuclear 533, pseudogene(RNU6-533P)
ENSG00000168071	283234	Homo sapiens	coiled-coil domain containing 88B(CCDC88B)
ENSG00000158623	26958	Homo sapiens	COPI coat complex subunit gamma 2(COPG2)
ENSG00000168070	283129	Homo sapiens	membrane anchored junction protein(MAJIN)
ENSG00000204217	659	Homo sapiens	bone morphogenetic protein receptor type 2(BMPR2)
ENSG00000122679	10268	Homo sapiens	receptor activity modifying protein 3(RAMP3)
ENSG00000204219	6920	Homo sapiens	transcription elongation factor A3(TCEA3)
ENSG00000122678	27434	Homo sapiens	DNA polymerase mu(POLM)
ENSG00000146648	1956	Homo sapiens	epidermal growth factor receptor(EGFR)
ENSG00000168079	286133	Homo sapiens	scavenger receptor class A member 5(SCARA5)
ENSG00000205544	254863	Homo sapiens	transmembrane protein 256(TMEM256)
ENSG00000168077	51435	Homo sapiens	scavenger receptor class A member 3(SCARA3)
ENSG00000168078	55872	Homo sapiens	PDZ binding kinase(PBK)
ENSG00000107077	23081	Homo sapiens	lysine demethylase 4C(KDM4C)
ENSG00000182389	785	Homo sapiens	calcium voltage-gated channel auxiliary subunit beta 4(CACNB4)
ENSG00000122674	51622	Homo sapiens	CCZ1 homolog, vacuolar protein trafficking and biogenesis associated(CCZ1)
ENSG00000132005	5989	Homo sapiens	regulatory factor X1(RFX1)
ENSG00000158615	84919	Homo sapiens	protein phosphatase 1 regulatory subunit 15B(PPP1R15B)
ENSG00000135999	26122	Homo sapiens	enhancer of polycomb homolog 2(EPC2)
ENSG00000205531	4676	Homo sapiens	nucleosome assembly protein 1 like 4(NAP1L4)
ENSG00000132000	79883	Homo sapiens	podocan like 1(PODNL1)
ENSG00000132002	3337	Homo sapiens	DnaJ heat shock protein family (Hsp40) member B1(DNAJB1)
ENSG00000132004	84261	Homo sapiens	F-box and WD repeat domain containing 9(FBXW9)
ENSG00000168081	5368	Homo sapiens	prepronociceptin(PNOC)
ENSG00000132003	65249	Homo sapiens	zinc finger SWIM-type containing 4(ZSWIM4)
ENSG00000120029	79591	Homo sapiens	armadillo like helical domain containing 3(ARMH3)
ENSG00000145309	85438	Homo sapiens	calcium binding protein, spermatid associated 1(CABS1)
ENSG00000206866	106481880	Homo sapiens	RNA, U6 small nuclear 187, pseudogene(RNU6-187P)
ENSG00000182372	2055	Homo sapiens	CLN8 transmembrane ER and ERGIC protein(CLN8)
ENSG00000121350	79912	Homo sapiens	pyridine nucleotide-disulphide oxidoreductase domain 1(PYROXD1)
ENSG00000108395	4591	Homo sapiens	tripartite motif containing 37(TRIM37)
ENSG00000122687	29960	Homo sapiens	mitochondrial rRNA methyltransferase 2(MRM2)
ENSG00000204209	1616	Homo sapiens	death domain associated protein(DAXX)
ENSG00000182379	11247	Homo sapiens	neurexophilin 4(NXPH4)
ENSG00000013523	23357	Homo sapiens	angel homolog 1(ANGEL1)
ENSG00000135968	9648	Homo sapiens	GRIP and coiled-coil domain containing 2(GCC2)
ENSG00000108349	22794	Homo sapiens	CASC3 exon junction complex subunit(CASC3)
ENSG00000168090	10980	Homo sapiens	COP9 signalosome subunit 6(COPS6)
ENSG00000158604	222068	Homo sapiens	transmembrane p24 trafficking protein 4(TMED4)
ENSG00000135966	9392	Homo sapiens	transforming growth factor beta receptor associated protein 1(TGFBRAP1)
ENSG00000107018	6013	Homo sapiens	relaxin 1(RLN1)
ENSG00000135960	10913	Homo sapiens	ectodysplasin A receptor(EDAR)
ENSG00000168096	124401	Homo sapiens	ankyrin repeat and sterile alpha motif domain containing 3(ANKS3)
ENSG00000133302	84250	Homo sapiens	SMC5-SMC6 complex localization factor 1(SLF1)
ENSG00000119004	57404	Homo sapiens	cytochrome P450 family 20 subfamily A member 1(CYP20A1)
ENSG00000110660	54733	Homo sapiens	solute carrier family 35 member F2(SLC35F2)
ENSG00000147955	10280	Homo sapiens	sigma non-opioid intracellular receptor 1(SIGMAR1)
ENSG00000123989	79586	Homo sapiens	chondroitin polymerizing factor(CHPF)
ENSG00000108342	1440	Homo sapiens	colony stimulating factor 3(CSF3)
ENSG00000123983	2181	Homo sapiens	acyl-CoA synthetase long chain family member 3(ACSL3)
ENSG00000109670	55294	Homo sapiens	F-box and WD repeat domain containing 7(FBXW7)
ENSG00000109674	55247	Homo sapiens	nei like DNA glycosylase 3(NEIL3)
ENSG00000108344	5709	Homo sapiens	proteasome 26S subunit, non-ATPase 3(PSMD3)
ENSG00000107014	6019	Homo sapiens	relaxin 2(RLN2)
ENSG00000133316	54663	Homo sapiens	WD repeat domain 74(WDR74)
ENSG00000133317	85329	Homo sapiens	galectin 12(LGALS12)
ENSG00000109667	56606	Homo sapiens	solute carrier family 2 member 9(SLC2A9)
ENSG00000133315	28992	Homo sapiens	mono-ADP ribosylhydrolase 1(MACROD1)
ENSG00000133318	10313	Homo sapiens	reticulon 3(RTN3)
ENSG00000110651	975	Homo sapiens	CD81 molecule(CD81)
ENSG00000134640	4544	Homo sapiens	melatonin receptor 1B(MTNR1B)
ENSG00000181072	1129	Homo sapiens	cholinergic receptor muscarinic 2(CHRM2)
ENSG00000119013	4709	Homo sapiens	NADH:ubiquinone oxidoreductase subunit B3(NDUFB3)
ENSG00000134644	9698	Homo sapiens	pumilio RNA binding family member 1(PUM1)
ENSG00000135974	79074	Homo sapiens	chromosome 2 open reading frame 49(C2orf49)
ENSG00000133313	55748	Homo sapiens	carnosine dipeptidase 2(CNDP2)
ENSG00000135973	11250	Homo sapiens	G protein-coupled receptor 45(GPR45)
ENSG00000159921	10020	Homo sapiens	glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase(GNE)
ENSG00000135972	64965	Homo sapiens	mitochondrial ribosomal protein S9(MRPS9)
ENSG00000146618	222894	Homo sapiens	Fer3 like bHLH transcription factor(FERD3L)
ENSG00000123999	3623	Homo sapiens	inhibin subunit alpha(INHA)
ENSG00000120008	55717	Homo sapiens	WD repeat domain 11(WDR11)
ENSG00000012211	4007	Homo sapiens	prickle planar cell polarity protein 3(PRICKLE3)
ENSG00000123992	23549	Homo sapiens	aspartyl aminopeptidase(DNPEP)
ENSG00000135945	51455	Homo sapiens	REV1 DNA directed polymerase(REV1)
ENSG00000277194	9304	Homo sapiens	small nucleolar RNA, C/D box 22(SNORD22)
ENSG00000181085	225689	Homo sapiens	mitogen-activated protein kinase 15(MAPK15)
ENSG00000110680	796	Homo sapiens	calcitonin related polypeptide alpha(CALCA)
ENSG00000012223	4057	Homo sapiens	lactotransferrin(LTF)
