NCBI GeneID	Symbol	Description
123956246	LOC123956246	Sharpr-MPRA regulatory region 12519
123956247	LOC123956247	Sharpr-MPRA regulatory region 991
123956248	LOC123956248	Sharpr-MPRA regulatory region 12666
123956249	LOC123956249	Sharpr-MPRA regulatory region 9531
123956250	LOC123956250	Sharpr-MPRA regulatory region 2153
123956252	RIPPLY2-CYB5R4	RIPPLY2-CYB5R4 readthrough
123956253	LOC123956253	Sharpr-MPRA regulatory region 11750
123956254	LOC123956254	Sharpr-MPRA regulatory region 352
123956255	LOC123956255	Sharpr-MPRA regulatory region 15349
123956257	LOC123956257	Sharpr-MPRA regulatory region 4117
123956258	LOC123956258	Sharpr-MPRA regulatory region 2529
123956259	LOC123956259	Sharpr-MPRA regulatory region 6558
123956260	LOC123956260	Sharpr-MPRA regulatory region 13026
123956261	LOC123956261	Sharpr-MPRA regulatory region 13519
123956262	LOC123956262	Sharpr-MPRA regulatory region 553
123956263	LOC123956263	Sharpr-MPRA regulatory region 9018
123956264	LOC123956264	Sharpr-MPRA regulatory region 2848
123956265	LOC123956265	Sharpr-MPRA regulatory region 9729
123956266	LOC123956266	Sharpr-MPRA regulatory region 4172
123956267	LOC123956267	Sharpr-MPRA regulatory region 3139
123956268	LOC123956268	Sharpr-MPRA regulatory region 1750
123956269	LOC123956269	Sharpr-MPRA regulatory region 13648
123956270	LOC123956270	Sharpr-MPRA regulatory region 6092
123956271	LOC123956271	Sharpr-MPRA regulatory region 5574
123956272	LOC123956272	Sharpr-MPRA regulatory region 15588
123956273	LOC123956273	Sharpr-MPRA regulatory region 5889
123956274	LOC123956274	Sharpr-MPRA regulatory region 2063
123956275	LOC123956275	Sharpr-MPRA regulatory region 14434
123956276	LOC123956276	Sharpr-MPRA regulatory region 4112
123956277	LOC123956277	Sharpr-MPRA regulatory region 9102
123956278	LOC123956278	Sharpr-MPRA regulatory region 10004
123956279	LOC123956279	Sharpr-MPRA regulatory region 3765
123956280	LOC123956280	Sharpr-MPRA regulatory region 5233
123956281	LOC123956281	OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancers GRCh37_chr7:157102515-157103054 and GRCh37_chr7:157103055-157103596
123956282	LOC123956282	Sharpr-MPRA regulatory region 5385
123956283	LOC123956283	Sharpr-MPRA regulatory region 9311
123956284	LOC123956284	Sharpr-MPRA regulatory region 8416
123956285	LOC123956285	Sharpr-MPRA regulatory region 8832
123970	C16orf78	chromosome 16 open reading frame 78
123987602	ST6GALNAC4-ST6GALNAC6-AK1	ST6GALNAC4-ST6GALNAC6-AK1 readthrough
123987604	LOC123987604	OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr8:1082844-1083475
123987605	LOC123987605	Sharpr-MPRA regulatory region 9258
123987606	LOC123987606	Sharpr-MPRA regulatory region 1960
123987607	LOC123987607	Sharpr-MPRA regulatory region 12422
123987608	LOC123987608	Sharpr-MPRA regulatory region 746
123987609	LOC123987609	Sharpr-MPRA regulatory region 9194
123987610	LOC123987610	Sharpr-MPRA regulatory region 9772
123987611	LOC123987611	Sharpr-MPRA regulatory region 617
123987612	LOC123987612	Sharpr-MPRA regulatory region 14576
123987613	LOC123987613	Sharpr-MPRA regulatory region 12768
124049158	LOC124049158	Sharpr-MPRA regulatory region 6714
124049159	LOC124049159	Sharpr-MPRA regulatory region 7090
124049160	LOC124049160	Sharpr-MPRA regulatory region 1187
124049161	LOC124049161	Sharpr-MPRA regulatory region 9732
124049162	LOC124049162	Sharpr-MPRA regulatory region 719
124049163	LOC124049163	Sharpr-MPRA regulatory region 1954
124049164	LOC124049164	Sharpr-MPRA regulatory region 12781
124049165	LOC124049165	Sharpr-MPRA regulatory region 3896
124049166	LOC124049166	Sharpr-MPRA regulatory region 1393
124110275	LOC124110275	Sharpr-MPRA regulatory region 2048
124110276	LOC124110276	Sharpr-MPRA regulatory region 14094
124110277	LOC124110277	Sharpr-MPRA regulatory region 10035
124149	ANKRD26P1	ankyrin repeat domain 26 pseudogene 1
124153111	LOC124153111	Sharpr-MPRA regulatory region 14364
124153112	LOC124153112	Sharpr-MPRA regulatory region 2266
124153113	LOC124153113	Sharpr-MPRA regulatory region 9839
124153114	LOC124153114	Sharpr-MPRA regulatory region 4415
124153115	LOC124153115	Sharpr-MPRA regulatory region 9780
124153116	LOC124153116	Sharpr-MPRA regulatory region 772
124153117	LOC124153117	H3K4me1 hESC enhancer GRCh37_chr8:21893938-21894622
124153118	LOC124153118	Sharpr-MPRA regulatory region 11422
124153119	LOC124153119	Sharpr-MPRA regulatory region 10265
124153120	LOC124153120	Sharpr-MPRA regulatory region 12029
124153121	LOC124153121	Sharpr-MPRA regulatory region 3420
124153122	LOC124153122	Sharpr-MPRA regulatory region 9444
124153123	LOC124153123	Sharpr-MPRA regulatory region 13358
124153124	LOC124153124	Sharpr-MPRA regulatory region 8456
124153125	LOC124153125	Sharpr-MPRA regulatory region 9467
124153126	LOC124153126	Sharpr-MPRA regulatory region 2993
124153127	LOC124153127	Sharpr-MPRA regulatory region 1118
124153128	LOC124153128	Sharpr-MPRA regulatory region 188
124153129	LOC124153129	Sharpr-MPRA regulatory region 13890
124153130	LOC124153130	Sharpr-MPRA regulatory region 12075
124153131	LOC124153131	Sharpr-MPRA regulatory region 1267
124153132	LOC124153132	Sharpr-MPRA regulatory region 9089
124153133	LOC124153133	Sharpr-MPRA regulatory region 11135
124153134	LOC124153134	Sharpr-MPRA regulatory region 8281
124153135	LOC124153135	Sharpr-MPRA regulatory region 8795
124153136	LOC124153136	Sharpr-MPRA regulatory region 3682
124153137	LOC124153137	Sharpr-MPRA regulatory region 14750
124153138	LOC124153138	Sharpr-MPRA regulatory region 541
124153139	LOC124153139	Sharpr-MPRA regulatory region 3907
124153140	LOC124153140	Sharpr-MPRA regulatory region 6165
124153141	LOC124153141	Sharpr-MPRA regulatory region 14794
124153142	LOC124153142	Sharpr-MPRA regulatory region 5217
124153143	LOC124153143	Sharpr-MPRA regulatory region 823
124153144	LOC124153144	Sharpr-MPRA regulatory region 11218
124153145	LOC124153145	Sharpr-MPRA regulatory region 4493
124153146	LOC124153146	Sharpr-MPRA regulatory region 4585
124153147	LOC124153147	Sharpr-MPRA regulatory region 7766
124153148	LOC124153148	Sharpr-MPRA regulatory region 511
124153149	LOC124153149	Sharpr-MPRA regulatory region 10821
124153150	LOC124153150	Sharpr-MPRA regulatory region 15086
124153151	LOC124153151	Sharpr-MPRA regulatory region 279
124153152	LOC124153152	Sharpr-MPRA regulatory region 1248
124153153	LOC124153153	Sharpr-MPRA regulatory region 3146
124153154	LOC124153154	Sharpr-MPRA regulatory region 1462
124153155	LOC124153155	Sharpr-MPRA regulatory region 338
124153156	LOC124153156	Sharpr-MPRA regulatory region 1046
124153157	LOC124153157	Sharpr-MPRA regulatory region 9305
124153158	LOC124153158	Sharpr-MPRA regulatory region 15103
124153159	LOC124153159	Sharpr-MPRA regulatory region 2659
124174249	LOC124174249	Sharpr-MPRA regulatory region 5408
124174250	LOC124174250	Sharpr-MPRA regulatory region 15467
124174251	LOC124174251	Sharpr-MPRA regulatory region 14710
124174252	LOC124174252	Sharpr-MPRA regulatory region 8643
124174253	LOC124174253	Sharpr-MPRA regulatory region 14468
124174254	LOC124174254	Sharpr-MPRA regulatory region 1198
124174255	LOC124174255	Sharpr-MPRA regulatory region 131
124174256	LOC124174256	Sharpr-MPRA regulatory region 11739
124174257	LOC124174257	Sharpr-MPRA regulatory region 4705
124174258	LOC124174258	Sharpr-MPRA regulatory region 4485
124174259	LOC124174259	Sharpr-MPRA regulatory region 838
124174260	LOC124174260	Sharpr-MPRA regulatory region 3559
124174261	LOC124174261	Sharpr-MPRA regulatory region 15202
124174262	LOC124174262	Sharpr-MPRA regulatory region 15457
124174263	LOC124174263	Sharpr-MPRA regulatory region 10423
124174264	LOC124174264	Sharpr-MPRA regulatory region 1423
124174265	LOC124174265	Sharpr-MPRA regulatory region 3041
124174266	LOC124174266	Sharpr-MPRA regulatory region 492
124174267	LOC124174267	Sharpr-MPRA regulatory region 12286
124174268	LOC124174268	OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr8:68280925-68281630
124174269	LOC124174269	Sharpr-MPRA regulatory region 5318
124174270	LOC124174270	Sharpr-MPRA regulatory region 913
124174271	LOC124174271	Sharpr-MPRA regulatory region 891
124174272	LOC124174272	Sharpr-MPRA regulatory region 8363
124174273	LOC124174273	Sharpr-MPRA regulatory region 11728/13723
124174274	LOC124174274	Sharpr-MPRA regulatory region 147
124174275	LOC124174275	Sharpr-MPRA regulatory region 5072
124174276	LOC124174276	OCT4-NANOG-H3K27ac hESC enhancer GRCh37_chr8:72584459-72585214
124174277	LOC124174277	Sharpr-MPRA regulatory region 1735
124174278	LOC124174278	H3K4me1 hESC enhancer GRCh37_chr8:74096970-74097470
124174279	LOC124174279	Sharpr-MPRA regulatory region 7553
124174280	LOC124174280	Sharpr-MPRA regulatory region 13261
124174281	LOC124174281	Sharpr-MPRA regulatory region 233
124174282	LOC124174282	Sharpr-MPRA regulatory region 4480
124174283	LOC124174283	Sharpr-MPRA regulatory region 3052
124174284	LOC124174284	Sharpr-MPRA regulatory region 11945
124174285	LOC124174285	Sharpr-MPRA regulatory region 4822
124174286	LOC124174286	Sharpr-MPRA regulatory region 15400
124174287	LOC124174287	Sharpr-MPRA regulatory region 7187
124174288	LOC124174288	Sharpr-MPRA regulatory region 8891
124174289	LOC124174289	Sharpr-MPRA regulatory region 14314
124174290	LOC124174290	Sharpr-MPRA regulatory region 136
124174291	LOC124174291	Sharpr-MPRA regulatory region 10382
124174292	LOC124174292	Sharpr-MPRA regulatory region 5310
124174293	LOC124174293	Sharpr-MPRA regulatory region 4348
124174294	LOC124174294	Sharpr-MPRA regulatory region 2413
124174295	LOC124174295	Sharpr-MPRA regulatory region 7239
124174296	LOC124174296	Sharpr-MPRA regulatory region 13929
124174301	LOC124174301	NANOG-H3K27ac-H3K4me1 hESC enhancers GRCh37_chr8:101506997-101507937 and GRCh37_chr8:101507938-101508879
124174303	LOC124174303	Sharpr-MPRA regulatory region 9085
124174304	LOC124174304	Sharpr-MPRA regulatory region 9664
124174305	LOC124174305	Sharpr-MPRA regulatory region 4694
124174306	LOC124174306	Sharpr-MPRA regulatory region 8570
124174307	LOC124174307	CDK7 strongly-dependent group 2 enhancer GRCh37_chr8:103548698-103549897
124174308	LOC124174308	Sharpr-MPRA regulatory region 4303
124174309	LOC124174309	Sharpr-MPRA regulatory region 12948
124174310	LOC124174310	Sharpr-MPRA regulatory region 950
124174311	LOC124174311	H3K27ac hESC enhancer GRCh37_chr8:104311203-104311703
124174312	LOC124174312	Sharpr-MPRA regulatory region 520
124174313	LOC124174313	Sharpr-MPRA regulatory region 12644
124174314	LOC124174314	Sharpr-MPRA regulatory region 5201
124174315	LOC124174315	Sharpr-MPRA regulatory region 222
124174316	LOC124174316	Sharpr-MPRA regulatory region 8108
124174317	LOC124174317	Sharpr-MPRA regulatory region 110
124174318	LOC124174318	Sharpr-MPRA regulatory region 9676
124174319	LOC124174319	Sharpr-MPRA regulatory region 9276
124188206	LOC124188206	Sharpr-MPRA regulatory region 14285
124188207	LOC124188207	Sharpr-MPRA regulatory region 8624
124188208	LOC124188208	Sharpr-MPRA regulatory region 7200
124188209	LOC124188209	Sharpr-MPRA regulatory region 7316
124188210	LOC124188210	Sharpr-MPRA regulatory region 15323
124188211	LOC124188211	Sharpr-MPRA regulatory region 2819
124188212	LOC124188212	Sharpr-MPRA regulatory region 14891
124188213	LOC124188213	Sharpr-MPRA regulatory region 7296
124188214	H2BN1	H2B.N variant histone 1
124188215	LOC124188215	Sharpr-MPRA regulatory region 1583
124188217	LOC124188217	Sharpr-MPRA regulatory region 15016
124188218	LOC124188218	Sharpr-MPRA regulatory region 1385
124188219	LOC124188219	Sharpr-MPRA regulatory region 15371
124188220	LOC124188220	Sharpr-MPRA regulatory region 12119
124188221	LOC124188221	Sharpr-MPRA regulatory region 14070
124188222	LOC124188222	Sharpr-MPRA regulatory region 2678
124188223	LOC124188223	Sharpr-MPRA regulatory region 8202
124188224	LOC124188224	Sharpr-MPRA regulatory region 6874
124188225	LOC124188225	Sharpr-MPRA regulatory region 8491
124188226	LOC124188226	Sharpr-MPRA regulatory region 8664
124188227	LOC124188227	Sharpr-MPRA regulatory region 6550
124188228	LOC124188228	Sharpr-MPRA regulatory region 547
124188229	LOC124188229	Sharpr-MPRA regulatory region 9947
124188230	LOC124188230	Sharpr-MPRA regulatory region 15510
124188231	LOC124188231	OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr8:128830247-128830786
124188233	LOC124188233	Sharpr-MPRA regulatory region 4396
124188234	LOC124188234	Sharpr-MPRA regulatory region 4665
124188235	LOC124188235	Sharpr-MPRA regulatory region 603
124188236	LOC124188236	Sharpr-MPRA regulatory region 9796
124188237	LOC124188237	H3K4me1 hESC enhancer GRCh37_chr8:134277906-134278406
124188238	LOC124188238	Sharpr-MPRA regulatory region 1033
124188239	LOC124188239	Sharpr-MPRA regulatory region 3867
124188240	LOC124188240	Sharpr-MPRA regulatory region 8823
124188241	LOC124188241	H3K4me1 hESC enhancer GRCh37_chr8:141959143-141960131
124188242	LOC124188242	Sharpr-MPRA regulatory region 5779
124188243	LOC124188243	Sharpr-MPRA regulatory region 12881
124188244	LOC124188244	Sharpr-MPRA regulatory region 1454
124188245	LOC124188245	Sharpr-MPRA regulatory region 5782
124188246	LOC124188246	H3K27ac-H3K4me1 hESC enhancer GRCh37_chr8:144635671-144636416
124188247	LOC124188247	Sharpr-MPRA regulatory region 5026
124188248	LOC124188248	Sharpr-MPRA regulatory region 3935
124188249	LOC124188249	Sharpr-MPRA regulatory region 2015
124188250	LOC124188250	Sharpr-MPRA regulatory region 11949
124188251	LOC124188251	Sharpr-MPRA regulatory region 10254
124188259	TPD52-MRPS28	TPD52-MRPS28 readthrough
124199	EEF1A1P38	eukaryotic translation elongation factor 1 alpha 1 pseudogene 38
124210604	LOC124210604	Sharpr-MPRA regulatory region 4499
124210605	LOC124210605	Sharpr-MPRA regulatory region 15053
124210606	LOC124210606	Sharpr-MPRA regulatory region 8982
124210607	LOC124210607	Sharpr-MPRA regulatory region 5035
124210608	LOC124210608	Sharpr-MPRA regulatory region 9529
124210609	LOC124210609	Sharpr-MPRA regulatory region 5337
124210610	LOC124210610	Sharpr-MPRA regulatory region 14111
124210611	LOC124210611	Sharpr-MPRA regulatory region 10284
124210612	LOC124210612	Sharpr-MPRA regulatory region 6415
124210613	LOC124210613	Sharpr-MPRA regulatory region 3353
124210614	LOC124210614	Sharpr-MPRA regulatory region 1388
124210615	LOC124210615	Sharpr-MPRA regulatory region 873
124210616	LOC124210616	Sharpr-MPRA regulatory region 14432
124221	PRSS30P	serine protease 30, pseudogene
124225047	LOC124225047	Sharpr-MPRA regulatory region 14550
124225048	LOC124225048	Sharpr-MPRA regulatory region 8614
124225049	LOC124225049	Sharpr-MPRA regulatory region 8618
124225050	LOC124225050	Sharpr-MPRA regulatory region 4176
124225051	LOC124225051	Sharpr-MPRA regulatory region 5074
124225052	LOC124225052	Sharpr-MPRA regulatory region 8525
124225053	LOC124225053	Sharpr-MPRA regulatory region 7105
124225054	LOC124225054	Sharpr-MPRA regulatory region 9002
124225055	LOC124225055	Sharpr-MPRA regulatory region 8935
124225056	LOC124225056	Sharpr-MPRA regulatory region 10870
124225057	LOC124225057	Sharpr-MPRA regulatory region 6427
124252622	LOC124252622	Sharpr-MPRA regulatory region 5633
124252623	LOC124252623	Sharpr-MPRA regulatory region 4046
124252624	LOC124252624	Sharpr-MPRA regulatory region 6395
124252625	LOC124252625	Sharpr-MPRA regulatory region 13504
124252626	LOC124252626	Sharpr-MPRA regulatory region 1939
124252627	LOC124252627	Sharpr-MPRA regulatory region 4081
124252628	LOC124252628	Sharpr-MPRA regulatory region 1692
124252629	LOC124252629	Sharpr-MPRA regulatory region 11708
124252630	LOC124252630	Sharpr-MPRA regulatory region 9718
124252631	LOC124252631	Sharpr-MPRA regulatory region 14419
124252632	LOC124252632	Sharpr-MPRA regulatory region 2201
124252633	LOC124252633	Sharpr-MPRA regulatory region 203
124252634	LOC124252634	Sharpr-MPRA regulatory region 3743
124252635	LOC124252635	H3K27ac-H3K4me1 hESC enhancer GRCh37_chr9:35726478-35727190
124252636	LOC124252636	Sharpr-MPRA regulatory region 825
124252637	LOC124252637	Sharpr-MPRA regulatory region 4584
124252638	LOC124252638	Sharpr-MPRA regulatory region 8540
124252639	LOC124252639	Sharpr-MPRA regulatory region 11948
124252640	LOC124252640	Sharpr-MPRA regulatory region 5136
124252641	LOC124252641	OCT4-NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr9:38016883-38017646
124252642	LOC124252642	Sharpr-MPRA regulatory region 13386
124292577	LOC124292577	Sharpr-MPRA regulatory region 15195
124292578	LOC124292578	Sharpr-MPRA regulatory region 3476
124292579	LOC124292579	Sharpr-MPRA regulatory region 2586
124292580	LOC124292580	H3K4me1 hESC enhancer GRCh37_chr9:38687515-38688496
124292581	LOC124292581	Sharpr-MPRA regulatory region 3636
124292582	LOC124292582	Sharpr-MPRA regulatory region 15656
124292583	LOC124292583	Sharpr-MPRA regulatory region 9804
124292584	LOC124292584	Sharpr-MPRA regulatory region 11770
124292585	LOC124292585	Sharpr-MPRA regulatory region 13873
124292586	LOC124292586	Sharpr-MPRA regulatory region 187
124292587	LOC124292587	Sharpr-MPRA regulatory region 4997
124292588	LOC124292588	Sharpr-MPRA regulatory region 4978
124292589	LOC124292589	Sharpr-MPRA regulatory region 15637
124292590	LOC124292590	Sharpr-MPRA regulatory region 1664
124292591	LOC124292591	Sharpr-MPRA regulatory region 8756
124292592	LOC124292592	Sharpr-MPRA regulatory region 7941
124296655	LOC124296655	Sharpr-MPRA regulatory region 13756
124296656	LOC124296656	Sharpr-MPRA regulatory region 9385
124296657	LOC124296657	Sharpr-MPRA regulatory region 10456
124296658	LOC124296658	Sharpr-MPRA regulatory region 9166
124296659	LOC124296659	Sharpr-MPRA regulatory region 8720
124296660	DTWD1P1	DTWD1 pseudogene 1
124310564	LOC124310564	Sharpr-MPRA regulatory region 9175
124310565	LOC124310565	Sharpr-MPRA regulatory region 6114
124310566	LOC124310566	Sharpr-MPRA regulatory region 9792
124310567	LOC124310567	Sharpr-MPRA regulatory region 9148
124310568	LOC124310568	Sharpr-MPRA regulatory region 15008
124310569	LOC124310569	Sharpr-MPRA regulatory region 15545
124310570	LOC124310570	Sharpr-MPRA regulatory region 5552
124310571	LOC124310571	Sharpr-MPRA regulatory region 7656
124310572	LOC124310572	Sharpr-MPRA regulatory region 10133
124310573	LOC124310573	Sharpr-MPRA regulatory region 3056
124310574	LOC124310574	Sharpr-MPRA regulatory region 13153
124310575	LOC124310575	Sharpr-MPRA regulatory region 11289
124310576	LOC124310576	Sharpr-MPRA regulatory region 3020
124310577	LOC124310577	Sharpr-MPRA regulatory region 1717
124310578	LOC124310578	Sharpr-MPRA regulatory region 9207
124310579	LOC124310579	P300/CBP strongly-dependent group 1 enhancer GRCh37_chr9:91033322-91034521
124310580	LOC124310580	Sharpr-MPRA regulatory region 914
124310581	LOC124310581	Sharpr-MPRA regulatory region 209
124310582	LOC124310582	Sharpr-MPRA regulatory region 9186
124310583	LOC124310583	Sharpr-MPRA regulatory region 15085
124310584	LOC124310584	NANOG hESC enhancer GRCh37_chr9:94455452-94456013
124310585	LOC124310585	Sharpr-MPRA regulatory region 183
124310586	LOC124310586	Sharpr-MPRA regulatory region 3268
124310587	LOC124310587	Sharpr-MPRA regulatory region 11306
124310588	LOC124310588	Sharpr-MPRA regulatory region 13679
124310589	LOC124310589	Sharpr-MPRA regulatory region 10393
124310590	LOC124310590	Sharpr-MPRA regulatory region 768
124310591	LOC124310591	Sharpr-MPRA regulatory region 4124
124310592	LOC124310592	Sharpr-MPRA regulatory region 10357
124310593	LOC124310593	Sharpr-MPRA regulatory region 2222
124310594	LOC124310594	Sharpr-MPRA regulatory region 14176
124310595	LOC124310595	Sharpr-MPRA regulatory region 10736
124310596	LOC124310596	Sharpr-MPRA regulatory region 8238
124310597	LOC124310597	Sharpr-MPRA regulatory region 1665
124310598	LOC124310598	Sharpr-MPRA regulatory region 1693
124310599	LOC124310599	Sharpr-MPRA regulatory region 1060
124310600	LOC124310600	H3K4me1 hESC enhancer GRCh37_chr9:98173918-98174537
124310601	LOC124310601	Sharpr-MPRA regulatory region 8876
124310602	LOC124310602	Sharpr-MPRA regulatory region 9073
124310603	LOC124310603	Sharpr-MPRA regulatory region 10311
124310604	LOC124310604	Sharpr-MPRA regulatory region 12242
124310605	LOC124310605	Sharpr-MPRA regulatory region 737
124310606	LOC124310606	Sharpr-MPRA regulatory region 7929
124310607	LOC124310607	H3K4me1 hESC enhancers GRCh37_chr9:100174359-100174860 and GRCh37_chr9:100174861-100175360
124310608	LOC124310608	Sharpr-MPRA regulatory region 7780
124310609	LOC124310609	Sharpr-MPRA regulatory region 4249
124310610	LOC124310610	Sharpr-MPRA regulatory region 378
124310611	LOC124310611	Sharpr-MPRA regulatory region 5055
124310612	LOC124310612	Sharpr-MPRA regulatory region 1904
124310613	LOC124310613	Sharpr-MPRA regulatory region 14650
124310614	LOC124310614	Sharpr-MPRA regulatory region 9654
124310615	LOC124310615	Sharpr-MPRA regulatory region 13033
124310616	LOC124310616	Sharpr-MPRA regulatory region 7300
124310617	LOC124310617	Sharpr-MPRA regulatory region 7573
124310618	LOC124310618	Sharpr-MPRA regulatory region 15176
124310619	LOC124310619	Sharpr-MPRA regulatory region 10106
124310620	LOC124310620	Sharpr-MPRA regulatory region 1434
124310621	LOC124310621	Sharpr-MPRA regulatory region 2753
124310622	LOC124310622	Sharpr-MPRA regulatory region 9563
124310623	LOC124310623	Sharpr-MPRA regulatory region 12709
124310624	LOC124310624	Sharpr-MPRA regulatory region 9261
124310625	LOC124310625	Sharpr-MPRA regulatory region 6532
124310626	LOC124310626	Sharpr-MPRA regulatory region 8480
124310627	LOC124310627	NANOG-H3K27ac-H3K4me1 hESC enhancer GRCh37_chr9:116384948-116385819
124310628	LOC124310628	Sharpr-MPRA regulatory region 14358
124310629	LOC124310629	Sharpr-MPRA regulatory region 12257
124310630	LOC124310630	Sharpr-MPRA regulatory region 6981
124310631	LOC124310631	Sharpr-MPRA regulatory region 1311
124310632	LOC124310632	Sharpr-MPRA regulatory region 8806
124310633	LOC124310633	Sharpr-MPRA regulatory region 178
124310634	LOC124310634	Sharpr-MPRA regulatory region 3911
124310636	LOC124310636	Sharpr-MPRA regulatory region 3775
124310637	LOC124310637	Sharpr-MPRA regulatory region 8358
124310638	LOC124310638	Sharpr-MPRA regulatory region 1336
124310639	LOC124310639	Sharpr-MPRA regulatory region 10969
124310640	LOC124310640	Sharpr-MPRA regulatory region 14990
124310641	LOC124310641	Sharpr-MPRA regulatory region 10556
124310642	LOC124310642	Sharpr-MPRA regulatory region 1305
124310643	LOC124310643	Sharpr-MPRA regulatory region 15662
124310644	LOC124310644	Sharpr-MPRA regulatory region 7128
124310645	LOC124310645	Sharpr-MPRA regulatory region 3753
124310646	LOC124310646	Sharpr-MPRA regulatory region 6068
124310647	LOC124310647	Sharpr-MPRA regulatory region 8141
124310648	LOC124310648	Sharpr-MPRA regulatory region 1510
124310649	LOC124310649	Sharpr-MPRA regulatory region 4407
124310650	LOC124310650	Sharpr-MPRA regulatory region 6524
124310651	LOC124310651	Sharpr-MPRA regulatory region 4771
124310652	LOC124310652	Sharpr-MPRA regulatory region 9989
124310653	LOC124310653	Sharpr-MPRA regulatory region 12606
124310654	LOC124310654	Sharpr-MPRA regulatory region 290
124310655	LOC124310655	Sharpr-MPRA regulatory region 9337
124310656	LOC124310656	Sharpr-MPRA regulatory region 12425
124310657	LOC124310657	Sharpr-MPRA regulatory region 6206
124310658	LOC124310658	Sharpr-MPRA regulatory region 9976
124310659	LOC124310659	Sharpr-MPRA regulatory region 12687
124310660	LOC124310660	H3K27ac-H3K4me1 hESC enhancer GRCh37_chr9:132252097-132252756
124310661	LOC124310661	Sharpr-MPRA regulatory region 13743
124310662	LOC124310662	Sharpr-MPRA regulatory region 5710
124310663	LOC124310663	Sharpr-MPRA regulatory region 12255
124310664	LOC124310664	Sharpr-MPRA regulatory region 3297
124310665	LOC124310665	Sharpr-MPRA regulatory region 1290
124310666	LOC124310666	Sharpr-MPRA regulatory region 9235
124310667	LOC124310667	Sharpr-MPRA regulatory region 5428
124310668	LOC124310668	Sharpr-MPRA regulatory region 491
124310669	LOC124310669	Sharpr-MPRA regulatory region 1186
124352652	LOC124352652	NANOG-H3K27ac hESC enhancer GRCh37_chr9:133722835-133723457
124352653	LOC124352653	Sharpr-MPRA regulatory region 3771
124352654	LOC124352654	Sharpr-MPRA regulatory region 15615
124375233	LOC124375233	Sharpr-MPRA regulatory region 7681
124375234	LOC124375234	Sharpr-MPRA regulatory region 12946
124375235	LOC124375235	Sharpr-MPRA regulatory region 9532
124375236	LOC124375236	Sharpr-MPRA regulatory region 1247
124375237	LOC124375237	H3K4me1 hESC enhancer GRCh37_chr9:134731007-134731954
124375238	LOC124375238	Sharpr-MPRA regulatory region 801
124375239	LOC124375239	Sharpr-MPRA regulatory region 9749
124375240	LOC124375240	Sharpr-MPRA regulatory region 14277
124375241	LOC124375241	Sharpr-MPRA regulatory region 14205
124375242	LOC124375242	Sharpr-MPRA regulatory region 7357
124375243	LOC124375243	Sharpr-MPRA regulatory region 1004
124375244	LOC124375244	Sharpr-MPRA regulatory region 6589
124375245	LOC124375245	Sharpr-MPRA regulatory region 9516
124375246	LOC124375246	Sharpr-MPRA regulatory region 5701
124375247	LOC124375247	Sharpr-MPRA regulatory region 12102
124375248	LOC124375248	Sharpr-MPRA regulatory region 5679
124375249	LOC124375249	Sharpr-MPRA regulatory region 3127
124375250	LOC124375250	Sharpr-MPRA regulatory region 8071
124375251	LOC124375251	hESC enhancers GRCh37_chr9:140121623-140122123 and GRCh37_chr9:140122257-140122882
124375252	LOC124375252	Sharpr-MPRA regulatory region 4638
124375253	LOC124375253	Sharpr-MPRA regulatory region 12030
124375254	LOC124375254	H3K27ac-H3K4me1 hESC enhancer GRCh37_chr9:140575207-140575806
124402	UBALD1	UBA like domain containing 1
124403897	LOC124403897	Sharpr-MPRA regulatory region 15592
124403898	LOC124403898	Sharpr-MPRA regulatory region 10920
124403899	LOC124403899	Sharpr-MPRA regulatory region 9114
124403900	LOC124403900	Sharpr-MPRA regulatory region 1905
124403901	LOC124403901	Sharpr-MPRA regulatory region 3800
124403902	LOC124403902	H3K27ac-H3K4me1 hESC enhancer GRCh37_chr10:3848363-3848864
124403903	LOC124403903	Sharpr-MPRA regulatory region 6674
124403904	LOC124403904	Sharpr-MPRA regulatory region 7156
124403905	LOC124403905	Sharpr-MPRA regulatory region 11333
124403906	LOC124403906	Sharpr-MPRA regulatory region 2494
124403907	LOC124403907	Sharpr-MPRA regulatory region 4656
124403908	LOC124403908	Sharpr-MPRA regulatory region 3847
124403909	LOC124403909	Sharpr-MPRA regulatory region 6244
124403910	LOC124403910	Sharpr-MPRA regulatory region 13617
124403911	LOC124403911	Sharpr-MPRA regulatory region 12202
124403912	LOC124403912	Sharpr-MPRA regulatory region 13393
124403913	LOC124403913	Sharpr-MPRA regulatory region 15561
124403914	LOC124403914	H3K27ac-H3K4me1 hESC enhancer GRCh37_chr10:14600759-14601636
124403915	LOC124403915	Sharpr-MPRA regulatory region 1502
124403916	LOC124403916	Sharpr-MPRA regulatory region 14556
124403917	LOC124403917	Sharpr-MPRA regulatory region 15274
124403918	LOC124403918	Sharpr-MPRA regulatory region 1632
124403919	LOC124403919	Sharpr-MPRA regulatory region 12641
